Validation_Set,Topics,Alpha,Beta,Perplexity,U_mass,C_v,C_uci,C_npmi
100% Corpus,31,0.1,1,-6.479193663790865,-11.828519292453093,0.40683745571001373,-10.572485986773335,-0.3115075516831366
100% Corpus,31,0.1,symmetric,-6.482954683714856,-11.552959694967672,0.40041552026582283,-10.589521988560277,-0.3103630491333913
100% Corpus,31,0.5,0.01,-7.103038834574189,-11.076829826202925,0.3765268796821343,-9.894663399116938,-0.27443047348634875
100% Corpus,31,0.5,0.1,-6.600870848972575,-10.672668609377338,0.3743278718548112,-9.632037702468386,-0.2640460214036332
100% Corpus,31,0.5,0.5,-6.738585292586256,-9.811693413726728,0.3640521558465544,-9.277376022849431,-0.2511373458788726
100% Corpus,31,0.5,1,-6.826941043245706,-9.338308932551028,0.35704093749895144,-9.232672323745621,-0.2594634224911779
100% Corpus,31,0.5,symmetric,-6.685232097816537,-10.7941997006063,0.3731715204477214,-9.713643756158165,-0.26677269233666223
100% Corpus,31,1,0.01,-7.649820879002368,-12.379513902681447,0.421441095743068,-10.867213990528187,-0.3184332489933983
100% Corpus,31,1,0.1,-6.835803597052789,-10.347926731696484,0.4025566890951407,-9.359517973350531,-0.24929920625382096
100% Corpus,31,1,0.5,-7.071474233973258,-7.940049936414653,0.39109913991782713,-8.173437250123259,-0.22706516072304164
100% Corpus,31,1,1,-7.140473239921885,-9.726703666541798,0.3709693875279874,-9.917862303389157,-0.31972275263104055
100% Corpus,31,1,symmetric,-6.994693234098329,-11.718948745930271,0.4032217977322202,-10.325840749384936,-0.29328421824592055
100% Corpus,31,symmetric,0.01,-6.7701435652361726,-11.83293941165444,0.39955407287362005,-10.697885598837065,-0.3142077502633323
100% Corpus,31,symmetric,0.1,-6.1761093936838725,-11.826827443805623,0.39852022930710523,-10.616566103508351,-0.31082026598656187
100% Corpus,31,symmetric,0.5,-6.247537925613107,-12.195172382455851,0.40260610797218993,-10.788313372510995,-0.3216754518574961
100% Corpus,31,symmetric,1,-6.330675132896244,-11.642332719935753,0.42668037603866793,-10.49412810106906,-0.3083413250766536
100% Corpus,31,symmetric,symmetric,-6.353522004213709,-11.715954616998633,0.39799497556785335,-10.577335919991777,-0.30898008864360504
100% Corpus,31,asymmetric,0.01,-6.796675591255359,-11.428721859580717,0.4019627611544852,-10.368344988840953,-0.29846531040222396
100% Corpus,31,asymmetric,0.1,-6.202925313862679,-11.772089050107507,0.3930883328491143,-10.62387142464954,-0.31108092916135693
100% Corpus,31,asymmetric,0.5,-6.234756499878286,-11.220875629077783,0.4207751721068573,-10.266697300433504,-0.29338545200193483
100% Corpus,31,asymmetric,1,-6.3267351945908334,-11.387244899445133,0.44709483901316843,-10.510990398224088,-0.3088129933320483
100% Corpus,31,asymmetric,symmetric,-6.379192546244275,-11.522611328948662,0.4020467327847803,-10.412476940256,-0.3011237826232249
100% Corpus,34,0.01,0.01,-6.729372290779742,-11.722699912989963,0.4213046594950186,-10.700585105692388,-0.3138627313590728
100% Corpus,34,0.01,0.1,-6.102720912118102,-11.628598635622867,0.41523852993962623,-10.541432405752198,-0.30569178693000426
100% Corpus,34,0.01,0.5,-6.169770835587383,-11.917442668637472,0.39455189760640597,-10.770992844781079,-0.3208354662948412
100% Corpus,34,0.01,1,-6.2690320575305565,-12.043162709615492,0.38601867883355595,-10.754238699566665,-0.3215479722145596
100% Corpus,34,0.01,symmetric,-6.33119492185551,-11.668367233836724,0.4167716659151075,-10.66687673072353,-0.31255446136298803
100% Corpus,34,0.1,0.01,-6.900377507023007,-11.61728524806558,0.4031123601020249,-10.496139869263995,-0.3036729037860896
100% Corpus,34,0.1,0.1,-6.311736326534653,-11.946141146259802,0.42219514101739897,-10.735686043636248,-0.3137437123143281
100% Corpus,34,0.1,0.5,-6.39286740706693,-11.965766490400322,0.39659772104181484,-10.751576844972524,-0.32031392052604374
100% Corpus,34,0.1,1,-6.4908721516235905,-11.79003574628957,0.3862797290944726,-10.706525353843166,-0.3177188592159
100% Corpus,34,0.1,symmetric,-6.511915565410551,-11.693341958733283,0.40748272042924044,-10.542413129974078,-0.3058802601040781
100% Corpus,34,0.5,0.01,-7.114915878601052,-10.060670434723974,0.39831312928920076,-9.216657008682617,-0.24255563081730103
100% Corpus,34,0.5,0.1,-6.627178876666968,-9.364679786776072,0.4054309151207623,-8.951908389409754,-0.2331592486286997
100% Corpus,34,0.5,0.5,-6.784744506219912,-9.04218641366948,0.37488075759232237,-8.98027055720302,-0.2463293682551471
100% Corpus,34,0.5,1,-6.848776941077251,-8.697048455739083,0.39460708243152004,-8.868026002577443,-0.24682485037474974
100% Corpus,34,0.5,symmetric,-6.729012179713773,-9.93162191407238,0.388447537946793,-9.164984921044308,-0.24143420427761939
100% Corpus,34,1,0.01,-7.723355699714711,-12.413468021198225,0.4069363303328733,-11.083557780647126,-0.33147628795512324
100% Corpus,34,1,0.1,-6.906007403112271,-10.179038613614349,0.40808927791089455,-9.488441316806542,-0.25863513274275707
100% Corpus,34,1,0.5,-7.167093135702381,-7.827474251267822,0.37027102195104683,-7.9832982684437335,-0.2240929143247816
100% Corpus,34,1,1,-7.19607331754395,-9.361612437751047,0.3457906504651977,-9.590678882977102,-0.3157531739660473
100% Corpus,34,1,symmetric,-7.103980254492075,-11.933372891700982,0.40415998430044575,-10.673646596020639,-0.3118906054475048
100% Corpus,34,symmetric,0.01,-6.770525640585948,-11.943610691635886,0.41732766896465207,-10.813534543455885,-0.3177990516811482
100% Corpus,34,symmetric,0.1,-6.154518117396126,-11.786599097979648,0.41952622042119475,-10.690110847585826,-0.3123147643243018
100% Corpus,34,symmetric,0.5,-6.232523101768334,-11.930204713029617,0.39045829084347367,-10.778863269943272,-0.3211583658170044
100% Corpus,34,symmetric,1,-6.329602548194955,-12.105427952330167,0.3935115812165306,-10.763796850080285,-0.3220147504441592
100% Corpus,34,symmetric,symmetric,-6.3818858497990245,-11.875738238045642,0.41859207540546733,-10.776804045147493,-0.31693933000584396
100% Corpus,34,asymmetric,0.01,-6.745774297056089,-11.456145342990826,0.40397023445527164,-10.281827639638287,-0.29231146853256107
100% Corpus,34,asymmetric,0.1,-6.156330052539885,-11.496603490565224,0.41765365335824944,-10.321357630588732,-0.2927065771340042
100% Corpus,34,asymmetric,0.5,-6.217647355936255,-11.41470194763448,0.393884392095963,-10.362572058228132,-0.29729143412071696
100% Corpus,34,asymmetric,1,-6.292869799857517,-10.819505252891982,0.39321239322727924,-10.061924468754547,-0.28409316184183203
100% Corpus,34,asymmetric,symmetric,-6.366411443729258,-11.426580868606173,0.4050304248830341,-10.310108765186953,-0.29332416971930625
100% Corpus,37,0.01,0.01,-6.725919357266961,-11.654100136425722,0.40446139620705907,-10.482975658459047,-0.3071340595963271
100% Corpus,37,0.01,0.1,-6.115700213902161,-11.744863425977213,0.41836732694007633,-10.531128466480416,-0.3094803618414021
100% Corpus,37,0.01,0.5,-6.163666011304529,-11.499239965209554,0.403785251828928,-10.359189601032954,-0.30221638550233987
100% Corpus,37,0.01,1,-6.25751818801494,-10.85943564820082,0.4209095936836756,-10.002772786269038,-0.2861466435121459
100% Corpus,37,0.01,symmetric,-6.362541764827687,-11.362256001455934,0.42284648349811077,-10.223177965629976,-0.2924942013910968
100% Corpus,37,0.1,0.01,-6.93187657174129,-11.394136190963126,0.40330232236081703,-10.344916918734251,-0.2967346390893534
100% Corpus,37,0.1,0.1,-6.356105631648653,-11.532727572477318,0.4169017115565573,-10.347631256458163,-0.2958711489124427
100% Corpus,37,0.1,0.5,-6.4023097460821985,-11.507404838155663,0.3847970951036915,-10.40012730298032,-0.30591022851910754
100% Corpus,37,0.1,1,-6.506200853583338,-11.239128320969355,0.3941005522230873,-10.115944402644812,-0.29356351802909764
100% Corpus,37,0.1,symmetric,-6.566411028520094,-11.41933978728217,0.4030546913600524,-10.378475835210335,-0.2975410367719325
100% Corpus,37,0.5,0.01,-7.064366890467423,-9.493867710943915,0.41891212333622024,-9.102660985448159,-0.23768589089109615
100% Corpus,37,0.5,0.1,-6.63189439787218,-8.979163912107415,0.42627493545535916,-8.857768987684901,-0.22870370743017227
100% Corpus,37,0.5,0.5,-6.809083220789885,-9.070468914094977,0.3693387396036131,-8.929781081847656,-0.24265171165422225
100% Corpus,37,0.5,1,-6.879638002069194,-9.73546453974859,0.423892029714274,-9.291535711787414,-0.26667273511135947
100% Corpus,37,0.5,symmetric,-6.7086418793776685,-9.284762400632678,0.4202422414069472,-8.995818393164997,-0.23239611800977544
100% Corpus,37,1,0.01,-7.697435711821169,-12.361522822117427,0.4462915451747348,-11.054572170110587,-0.3299643713650172
100% Corpus,37,1,0.1,-6.914438761816386,-10.078913168290564,0.4302346893784488,-9.449251048680232,-0.257498633474288
100% Corpus,37,1,0.5,-7.2431365756197374,-7.6220782982699715,0.3832337638130443,-7.950009687361856,-0.22963974509605983
100% Corpus,37,1,1,-7.236049109572074,-9.615055135350303,0.3643396180442691,-9.721113243036628,-0.32451319691898345
100% Corpus,37,1,symmetric,-7.111303182119787,-11.772340091336357,0.4413517628759404,-10.774401594664994,-0.3181471745211087
100% Corpus,37,symmetric,0.01,-6.778158582570297,-11.60762784431373,0.40427701642434427,-10.498391214894877,-0.30725559448605133
100% Corpus,37,symmetric,0.1,-6.165888811226625,-11.766552323889341,0.42196121404193504,-10.511205807322881,-0.30732844182050006
100% Corpus,37,symmetric,0.5,-6.212421092563332,-11.663217119105145,0.4023217502112257,-10.448560640829486,-0.3063783312403666
100% Corpus,37,symmetric,1,-6.316099252258972,-10.774192591945132,0.42056089425711557,-10.012647514168439,-0.28725246040501684
100% Corpus,37,symmetric,symmetric,-6.405520264487123,-11.641239812743146,0.40812924494765185,-10.504387280985975,-0.308287045605267
100% Corpus,37,asymmetric,0.01,-6.7893436291346125,-11.84760752010218,0.3996375418027208,-10.503721804122737,-0.30662723660916413
100% Corpus,37,asymmetric,0.1,-6.190567265938925,-11.574437750832637,0.4104620019410432,-10.487483747120827,-0.3063350066619196
100% Corpus,37,asymmetric,0.5,-6.210755009095954,-10.858093143265284,0.4134820445047049,-10.11279422878444,-0.2908967374791112
100% Corpus,37,asymmetric,1,-6.316700665927906,-10.272029197773664,0.4433813248449058,-9.851268536904085,-0.2779919302632804
100% Corpus,37,asymmetric,symmetric,-6.421909723977803,-11.627568657142307,0.40151100108999666,-10.380953736736457,-0.30052117911962545
100% Corpus,40,0.01,0.01,-6.700938805242935,-10.818381016740764,0.4340201889060724,-10.031406392011657,-0.2861048955675011
100% Corpus,40,0.01,0.1,-6.091496453979572,-11.406488365503659,0.3885095504770433,-10.400433804251588,-0.30485559771746146
100% Corpus,40,0.01,0.5,-6.1614268298446735,-10.83929874936501,0.43113116759268244,-10.09861757654261,-0.28759402353292857
100% Corpus,40,0.01,1,-6.289900708247782,-10.878710748389722,0.4323071113096565,-10.163110151500879,-0.29114733462583814
100% Corpus,40,0.01,symmetric,-6.351046957772413,-11.017938211304346,0.4260824959399449,-10.144866539822548,-0.29128217399061923
100% Corpus,40,0.1,0.01,-6.93203445347093,-11.226311614913019,0.41056467519584167,-10.215991504922432,-0.2939092415485832
100% Corpus,40,0.1,0.1,-6.343289082252976,-11.194404764734582,0.4252981095794106,-10.218528747075082,-0.2952901173846562
100% Corpus,40,0.1,0.5,-6.417098189794697,-11.14371053962128,0.39765687813137407,-10.29793144522105,-0.29980552128975824
100% Corpus,40,0.1,1,-6.538617454018556,-10.538509154732775,0.42529310611156834,-9.907856250030747,-0.2797433460577741
100% Corpus,40,0.1,symmetric,-6.5958784200844685,-11.380032784944579,0.407694119972719,-10.281335238812607,-0.29751539743146344
100% Corpus,40,0.5,0.01,-7.079612130332463,-9.307813823652904,0.41447983525580484,-9.100391880382029,-0.24116422114669475
100% Corpus,40,0.5,0.1,-6.668996518714536,-9.231253104470603,0.4156234316126328,-9.057552122274103,-0.24007515744393298
100% Corpus,40,0.5,0.5,-6.841828401330754,-8.348346715670814,0.3979228262926773,-8.51967659365334,-0.22603454661089556
100% Corpus,40,0.5,1,-6.912116280197303,-9.954891712876643,0.44281821562238494,-9.319051807474946,-0.2708047352698518
100% Corpus,40,0.5,symmetric,-6.749960083485666,-9.173063290302206,0.41395175111665417,-9.0417614019789,-0.23934676824883505
100% Corpus,40,1,0.01,-7.729561063292509,-12.514510923036458,0.4474217548787047,-11.127739560089859,-0.332558026767891
100% Corpus,40,1,0.1,-6.977060852771341,-10.11755575002296,0.4246690794489426,-9.572984452675101,-0.2642394788480241
100% Corpus,40,1,0.5,-7.341909313369458,-8.687091414607602,0.3811088634511878,-8.787075702146524,-0.2674840407867706
100% Corpus,40,1,1,-7.269961658928245,-9.512303665397127,0.3612517471433033,-9.712331316636222,-0.3263636309121024
100% Corpus,40,1,symmetric,-7.183976496839059,-12.240923801833523,0.4508101650058647,-10.99538036693628,-0.3268572485421097
100% Corpus,40,symmetric,0.01,-6.743896416289439,-10.981403649592618,0.43000250474021107,-10.185540531161802,-0.29236221850260363
100% Corpus,40,symmetric,0.1,-6.145360002438609,-11.227385323914987,0.40264060563355814,-10.252298826963575,-0.29732112598303884
100% Corpus,40,symmetric,0.5,-6.2103235594771435,-10.987066961749786,0.4131213794408975,-10.170193379570417,-0.2931319565531988
100% Corpus,40,symmetric,1,-6.34972687071557,-10.824729896955521,0.42489641699903213,-10.14361393488839,-0.29043118402686785
100% Corpus,40,symmetric,symmetric,-6.403859558206795,-11.040277249381045,0.4207601628364541,-10.187406092881721,-0.2948246525068557
100% Corpus,40,asymmetric,0.01,-6.7476140932896405,-11.151185911283367,0.40838191776186433,-10.168469441450693,-0.2908347818692169
100% Corpus,40,asymmetric,0.1,-6.14608477971219,-10.975520080873519,0.4371611345872036,-10.113323458264114,-0.2879462317684216
100% Corpus,40,asymmetric,0.5,-6.231854710861933,-9.991311477971395,0.4611800179418843,-9.62479521840719,-0.26380052465368076
100% Corpus,40,asymmetric,1,-6.344643750263474,-10.138183916927312,0.4590460350394223,-9.825985576574563,-0.27340387226725005
100% Corpus,40,asymmetric,symmetric,-6.401644376891472,-11.032978897652223,0.4096002148053045,-10.112527840354584,-0.2886821233958665
